SEER_Draw	Stage	Sex	Lower	Upper	Index	alive_start	died	lost	css_i	css_c
Gallbladder	IV	Female	75	79	2	457	137	4	0.700218818380744	0.5551819833341383
Gallbladder	IV	Female	75	79	3	316	78	4	0.7531645569620253	0.4181433925111548
Gallbladder	IV	Female	75	79	4	234	50	1	0.7863247863247863	0.328796513769455
Gallbladder	IV	Female	75	79	5	183	26	5	0.8579234972677596	0.28208225498253797
Gallbladder	IV	Female	75	79	6	152	13	2	0.9144736842105263	0.2579567989642946
Gallbladder	IV	Female	75	79	7	137	16	1	0.8832116788321168	0.22783045747941347
Gallbladder	IV	Female	75	79	8	120	13	7	0.8916666666666666	0.20314882458581032
Gallbladder	IV	Female	75	79	9	100	11	1	0.89	0.1808024538813712
Gallbladder	IV	Female	75	79	10	88	9	2	0.8977272727272727	0.16231129382532186
Gallbladder	IV	Female	75	79	11	77	14	0	0.8181818181818181	0.13280014949344515
Gallbladder	IV	Female	75	79	12	63	7	0	0.8888888888888888	0.1180445773275068
Gallbladder	IV	Female	75	79	13	56	6	0	0.8928571428571429	0.10539694404241678
Gallbladder	IV	Female	75	79	14	50	2	0	0.96	0.10118106628072011
Gallbladder	IV	Female	75	79	15	48	1	2	0.9791666666666666	0.09907312739987177
Gallbladder	IV	Female	75	79	16	45	5	1	0.8888888888888888	0.08806500213321934
Gallbladder	IV	Female	75	79	17	39	5	0	0.8717948717948718	0.07677461724434508
Gallbladder	IV	Female	75	79	18	34	1	0	0.9705882352941176	0.07451654026657022
Gallbladder	IV	Female	75	79	19	33	4	0	0.8787878787878788	0.0654842323554708
Gallbladder	IV	Female	75	79	20	29	2	0	0.9310344827586207	0.060968078399921084
Gallbladder	IV	Female	75	79	21	27	2	0	0.9259259259259259	0.056451924444371374
Gallbladder	IV	Female	75	79	22	25	2	0	0.92	0.05193577048882167
Gallbladder	IV	Female	75	79	23	23	2	0	0.9130434782608696	0.04741961653327196
Gallbladder	IV	Female	75	79	24	21	1	0	0.9523809523809523	0.0451615395554971
Gallbladder	IV	Female	75	79	25	20	1	0	0.95	0.04290346257772225
Gallbladder	IV	Female	75	79	26	19	2	0	0.8947368421052632	0.03838730862217254
Gallbladder	IV	Female	75	79	27	17	1	0	0.9411764705882353	0.03612923164439768
Gallbladder	IV	Female	75	79	28	16	2	0	0.875	0.03161307768884797
Gallbladder	IV	Female	75	79	29	14	1	0	0.9285714285714286	0.029355000711073116
Gallbladder	IV	Female	75	79	30	13	3	0	0.7692307692307692	0.02258076977774855
Gallbladder	IV	Female	75	79	31	10	1	2	0.9	0.020322692799973695
Gallbladder	IV	Female	75	79	32	7	0	0	1	0.020322692799973695
Gallbladder	IV	Female	75	79	33	7	0	0	1	0.020322692799973695
Gallbladder	IV	Female	75	79	34	7	2	0	0.7142857142857143	0.014516209142838354
Gallbladder	IV	Female	75	79	35	5	0	0	1	0.014516209142838354
Gallbladder	IV	Female	75	79	36	5	0	0	1	0.014516209142838354
Gallbladder	IV	Female	75	79	37	5	0	0	1	0.014516209142838354
Gallbladder	IV	Female	75	79	38	5	1	0	0.8	0.011612967314270684
Gallbladder	IV	Female	75	79	39	4	0	0	1	0.011612967314270684
Gallbladder	IV	Female	75	79	40	4	1	0	0.75	0.008709725485703012
Gallbladder	IV	Female	75	79	41	3	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	42	3	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	43	3	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	44	3	0	1	1	0.008709725485703012
Gallbladder	IV	Female	75	79	45	2	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	46	2	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	47	2	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	48	2	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	49	2	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	50	2	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	51	2	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	52	2	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	53	2	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	54	2	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	55	2	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	56	2	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	57	2	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	58	2	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	59	2	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	60	2	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	61	2	0	1	1	0.008709725485703012
Gallbladder	IV	Female	75	79	62	1	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	63	1	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	64	1	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	65	1	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	66	1	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	67	1	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	68	1	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	69	1	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	70	1	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	71	1	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	72	1	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	73	1	0	0	1	0.008709725485703012
Gallbladder	IV	Female	75	79	74	1	1	0	0	0
Gallbladder	IV	Female	75	79	75	0	0	0	1	0
Gallbladder	IV	Female	75	79	76	0	0	0	1	0
Gallbladder	IV	Female	75	79	77	0	0	0	1	0
Gallbladder	IV	Female	75	79	78	0	0	0	1	0
Gallbladder	IV	Female	75	79	79	0	0	0	1	0
Gallbladder	IV	Female	75	79	80	0	0	0	1	0
Gallbladder	IV	Female	75	79	81	0	0	0	1	0
Gallbladder	IV	Female	75	79	82	0	0	0	1	0
Gallbladder	IV	Female	75	79	83	0	0	0	1	0
Gallbladder	IV	Female	75	79	84	0	0	0	1	0
Gallbladder	IV	Female	75	79	85	0	0	0	1	0
Gallbladder	IV	Female	75	79	86	0	0	0	1	0
Gallbladder	IV	Female	75	79	87	0	0	0	1	0
Gallbladder	IV	Female	75	79	88	0	0	0	1	0
Gallbladder	IV	Female	75	79	89	0	0	0	1	0
Gallbladder	IV	Female	75	79	90	0	0	0	1	0
Gallbladder	IV	Female	75	79	91	0	0	0	1	0
Gallbladder	IV	Female	75	79	92	0	0	0	1	0
Gallbladder	IV	Female	75	79	93	0	0	0	1	0
Gallbladder	IV	Female	75	79	94	0	0	0	1	0
Gallbladder	IV	Female	75	79	95	0	0	0	1	0
Gallbladder	IV	Female	75	79	96	0	0	0	1	0
Gallbladder	IV	Female	75	79	97	0	0	0	1	0
Gallbladder	IV	Female	75	79	98	0	0	0	1	0
Gallbladder	IV	Female	75	79	99	0	0	0	1	0
Gallbladder	IV	Female	75	79	100	0	0	0	1	0
Gallbladder	IV	Female	75	79	101	0	0	0	1	0
Gallbladder	IV	Female	75	79	102	0	0	0	1	0
Gallbladder	IV	Female	75	79	103	0	0	0	1	0
Gallbladder	IV	Female	75	79	104	0	0	0	1	0
Gallbladder	IV	Female	75	79	105	0	0	0	1	0
Gallbladder	IV	Female	75	79	106	0	0	0	1	0
Gallbladder	IV	Female	75	79	107	0	0	0	1	0
Gallbladder	IV	Female	75	79	108	0	0	0	1	0
Gallbladder	IV	Female	75	79	109	0	0	0	1	0
Gallbladder	IV	Female	75	79	110	0	0	0	1	0
Gallbladder	IV	Female	75	79	111	0	0	0	1	0
Gallbladder	IV	Female	75	79	112	0	0	0	1	0
Gallbladder	IV	Female	75	79	113	0	0	0	1	0
Gallbladder	IV	Female	75	79	114	0	0	0	1	0
Gallbladder	IV	Female	75	79	115	0	0	0	1	0
Gallbladder	IV	Female	75	79	116	0	0	0	1	0
Gallbladder	IV	Female	75	79	117	0	0	0	1	0
Gallbladder	IV	Female	75	79	118	0	0	0	1	0
Gallbladder	IV	Female	75	79	119	0	0	0	1	0
Gallbladder	IV	Female	75	79	120	0	0	0	1	0
Gallbladder	IV	Female	75	79	121	0	0	0	1	0
Gallbladder	IV	Female	75	79	122	0	0	0	1	0
Gallbladder	IV	Female	75	79	123	0	0	0	1	0
Gallbladder	IV	Female	75	79	124	0	0	0	1	0
Gallbladder	IV	Female	75	79	125	0	0	0	1	0
Gallbladder	IV	Female	75	79	126	0	0	0	1	0
Gallbladder	IV	Female	75	79	127	0	0	0	1	0
Gallbladder	IV	Female	75	79	128	0	0	0	1	0
Gallbladder	IV	Female	75	79	129	0	0	0	1	0
Gallbladder	IV	Female	75	79	130	0	0	0	1	0
Gallbladder	IV	Female	75	79	131	0	0	0	1	0
Gallbladder	IV	Female	75	79	132	0	0	0	1	0
Gallbladder	IV	Female	75	79	133	0	0	0	1	0
Gallbladder	IV	Female	75	79	134	0	0	0	1	0
Gallbladder	IV	Female	75	79	135	0	0	0	1	0
Gallbladder	IV	Female	75	79	136	0	0	0	1	0
Gallbladder	IV	Female	75	79	137	0	0	0	1	0
Gallbladder	IV	Female	75	79	138	0	0	0	1	0
Gallbladder	IV	Female	75	79	139	0	0	0	1	0
Gallbladder	IV	Female	75	79	140	0	0	0	1	0
Gallbladder	IV	Female	75	79	141	0	0	0	1	0
Gallbladder	IV	Female	75	79	142	0	0	0	1	0
Gallbladder	IV	Female	75	79	143	0	0	0	1	0
Gallbladder	IV	Female	75	79	144	0	0	0	1	0
Gallbladder	IV	Female	75	79	145	0	0	0	1	0
Gallbladder	IV	Female	75	79	146	0	0	0	1	0
Gallbladder	IV	Female	75	79	147	0	0	0	1	0
Gallbladder	IV	Female	75	79	148	0	0	0	1	0
Gallbladder	IV	Female	75	79	149	0	0	0	1	0
Gallbladder	IV	Female	75	79	150	0	0	0	1	0
Gallbladder	IV	Female	75	79	151	0	0	0	1	0
Gallbladder	IV	Female	75	79	152	0	0	0	1	0
Gallbladder	IV	Female	75	79	153	0	0	0	1	0
Gallbladder	IV	Female	75	79	154	0	0	0	1	0
Gallbladder	IV	Female	75	79	155	0	0	0	1	0
Gallbladder	IV	Female	75	79	156	0	0	0	1	0
Gallbladder	IV	Female	75	79	157	0	0	0	1	0
Gallbladder	IV	Female	75	79	158	0	0	0	1	0
Gallbladder	IV	Female	75	79	159	0	0	0	1	0
Gallbladder	IV	Female	75	79	160	0	0	0	1	0
Gallbladder	IV	Female	75	79	161	0	0	0	1	0
Gallbladder	IV	Female	75	79	162	0	0	0	1	0
Gallbladder	IV	Female	75	79	163	0	0	0	1	0
Gallbladder	IV	Female	75	79	164	0	0	0	1	0
Gallbladder	IV	Female	75	79	165	0	0	0	1	0
Gallbladder	IV	Female	75	79	166	0	0	0	1	0
Gallbladder	IV	Female	75	79	167	0	0	0	1	0
Gallbladder	IV	Female	75	79	168	0	0	0	1	0
Gallbladder	IV	Female	75	79	169	0	0	0	1	0
Gallbladder	IV	Female	75	79	170	0	0	0	1	0
Gallbladder	IV	Female	75	79	171	0	0	0	1	0
Gallbladder	IV	Female	75	79	172	0	0	0	1	0
Gallbladder	IV	Female	75	79	173	0	0	0	1	0
Gallbladder	IV	Female	75	79	174	0	0	0	1	0
Gallbladder	IV	Female	75	79	175	0	0	0	1	0
Gallbladder	IV	Female	75	79	176	0	0	0	1	0
Gallbladder	IV	Female	75	79	177	0	0	0	1	0
Gallbladder	IV	Female	75	79	178	0	0	0	1	0
Gallbladder	IV	Female	75	79	179	0	0	0	1	0
Gallbladder	IV	Female	80	84	1	440	102	9	0.7681818181818182	0.7681818181818182
Gallbladder	IV	Female	80	84	2	329	93	8	0.7173252279635258	0.5510361978447085
Gallbladder	IV	Female	80	84	3	228	61	0	0.7324561403508771	0.4036098466669575
Gallbladder	IV	Female	80	84	4	167	37	2	0.7784431137724551	0.31418730578864956
Gallbladder	IV	Female	80	84	5	128	22	0	0.828125	0.2601863626062254
Gallbladder	IV	Female	80	84	6	106	12	0	0.8867924528301887	0.23073130268853953
Gallbladder	IV	Female	80	84	7	94	17	3	0.8191489361702128	0.18900330113848451
Gallbladder	IV	Female	80	84	8	74	21	1	0.7162162162162162	0.13536722919377944
Gallbladder	IV	Female	80	84	9	52	5	0	0.9038461538461539	0.12235114946360835
Gallbladder	IV	Female	80	84	10	47	5	0	0.8936170212765957	0.10933506973343725
Gallbladder	IV	Female	80	84	11	42	1	0	0.9761904761904762	0.10673185378740302
Gallbladder	IV	Female	80	84	12	41	5	0	0.8780487804878049	0.09371577405723192
Gallbladder	IV	Female	80	84	13	36	3	1	0.9166666666666666	0.08590612621912926
Gallbladder	IV	Female	80	84	14	32	2	0	0.9375	0.08053699333043368
Gallbladder	IV	Female	80	84	15	30	4	0	0.8666666666666667	0.06979872755304252
Gallbladder	IV	Female	80	84	16	26	1	0	0.9615384615384616	0.06711416110869474
Gallbladder	IV	Female	80	84	17	25	3	0	0.88	0.05906046177565137
Gallbladder	IV	Female	80	84	18	22	1	1	0.9545454545454546	0.056375895331303584
Gallbladder	IV	Female	80	84	19	20	0	0	1	0.056375895331303584
Gallbladder	IV	Female	80	84	20	20	0	0	1	0.056375895331303584
Gallbladder	IV	Female	80	84	21	20	1	0	0.95	0.0535571005647384
Gallbladder	IV	Female	80	84	22	19	2	1	0.8947368421052632	0.04791951103160804
Gallbladder	IV	Female	80	84	23	16	1	0	0.9375	0.044924541592132536
Gallbladder	IV	Female	80	84	24	15	1	0	0.9333333333333333	0.04192957215265704
Gallbladder	IV	Female	80	84	25	14	1	0	0.9285714285714286	0.03893460271318153
Gallbladder	IV	Female	80	84	26	13	1	0	0.9230769230769231	0.035939633273706036
Gallbladder	IV	Female	80	84	27	12	2	0	0.8333333333333334	0.02994969439475503
Gallbladder	IV	Female	80	84	28	10	0	0	1	0.02994969439475503
Gallbladder	IV	Female	80	84	29	10	0	0	1	0.02994969439475503
Gallbladder	IV	Female	80	84	30	10	0	2	1	0.02994969439475503
Gallbladder	IV	Female	80	84	31	8	1	0	0.875	0.02620598259541065
Gallbladder	IV	Female	80	84	32	7	0	0	1	0.02620598259541065
Gallbladder	IV	Female	80	84	33	7	0	0	1	0.02620598259541065
Gallbladder	IV	Female	80	84	34	7	0	0	1	0.02620598259541065
Gallbladder	IV	Female	80	84	35	7	0	0	1	0.02620598259541065
Gallbladder	IV	Female	80	84	36	7	1	0	0.8571428571428572	0.022462270796066275
Gallbladder	IV	Female	80	84	37	6	0	0	1	0.022462270796066275
Gallbladder	IV	Female	80	84	38	6	1	0	0.8333333333333334	0.018718558996721896
Gallbladder	IV	Female	80	84	39	5	0	0	1	0.018718558996721896
Gallbladder	IV	Female	80	84	40	5	0	0	1	0.018718558996721896
Gallbladder	IV	Female	80	84	41	5	0	0	1	0.018718558996721896
Gallbladder	IV	Female	80	84	42	5	0	0	1	0.018718558996721896
Gallbladder	IV	Female	80	84	43	5	1	0	0.8	0.014974847197377518
Gallbladder	IV	Female	80	84	44	4	0	0	1	0.014974847197377518
Gallbladder	IV	Female	80	84	45	4	0	0	1	0.014974847197377518
Gallbladder	IV	Female	80	84	46	4	0	0	1	0.014974847197377518
Gallbladder	IV	Female	80	84	47	4	0	0	1	0.014974847197377518
Gallbladder	IV	Female	80	84	48	4	0	0	1	0.014974847197377518
Gallbladder	IV	Female	80	84	49	4	0	0	1	0.014974847197377518
Gallbladder	IV	Female	80	84	50	4	0	0	1	0.014974847197377518
Gallbladder	IV	Female	80	84	51	4	0	0	1	0.014974847197377518
Gallbladder	IV	Female	80	84	52	4	0	1	1	0.014974847197377518
Gallbladder	IV	Female	80	84	53	3	0	0	1	0.014974847197377518
Gallbladder	IV	Female	80	84	54	3	0	0	1	0.014974847197377518
Gallbladder	IV	Female	80	84	55	3	0	0	1	0.014974847197377518
Gallbladder	IV	Female	80	84	56	3	0	0	1	0.014974847197377518
Gallbladder	IV	Female	80	84	57	3	1	0	0.6666666666666667	0.009983231464918346
Gallbladder	IV	Female	80	84	58	2	0	0	1	0.009983231464918346
Gallbladder	IV	Female	80	84	59	2	0	0	1	0.009983231464918346
Gallbladder	IV	Female	80	84	60	2	0	0	1	0.009983231464918346
Gallbladder	IV	Female	80	84	61	2	0	0	1	0.009983231464918346
Gallbladder	IV	Female	80	84	62	2	0	0	1	0.009983231464918346
Gallbladder	IV	Female	80	84	63	2	0	0	1	0.009983231464918346
Gallbladder	IV	Female	80	84	64	2	1	0	0.5	0.004991615732459173
Gallbladder	IV	Female	80	84	65	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	66	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	67	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	68	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	69	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	70	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	71	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	72	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	73	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	74	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	75	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	76	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	77	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	78	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	79	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	80	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	81	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	82	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	83	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	84	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	85	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	86	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	87	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	88	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	89	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	90	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	91	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	92	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	93	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	94	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	95	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	96	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	97	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	98	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	99	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	100	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	101	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	102	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	103	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	104	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	105	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	106	1	0	0	1	0.004991615732459173
Gallbladder	IV	Female	80	84	107	1	1	0	0	0
Gallbladder	IV	Female	80	84	108	0	0	0	1	0
Gallbladder	IV	Female	80	84	109	0	0	0	1	0
Gallbladder	IV	Female	80	84	110	0	0	0	1	0
Gallbladder	IV	Female	80	84	111	0	0	0	1	0
Gallbladder	IV	Female	80	84	112	0	0	0	1	0
Gallbladder	IV	Female	80	84	113	0	0	0	1	0
Gallbladder	IV	Female	80	84	114	0	0	0	1	0
Gallbladder	IV	Female	80	84	115	0	0	0	1	0
Gallbladder	IV	Female	80	84	116	0	0	0	1	0
Gallbladder	IV	Female	80	84	117	0	0	0	1	0
Gallbladder	IV	Female	80	84	118	0	0	0	1	0
Gallbladder	IV	Female	80	84	119	0	0	0	1	0
Gallbladder	IV	Female	80	84	120	0	0	0	1	0
Gallbladder	IV	Female	80	84	121	0	0	0	1	0
Gallbladder	IV	Female	80	84	122	0	0	0	1	0
Gallbladder	IV	Female	80	84	123	0	0	0	1	0
Gallbladder	IV	Female	80	84	124	0	0	0	1	0
Gallbladder	IV	Female	80	84	125	0	0	0	1	0
Gallbladder	IV	Female	80	84	126	0	0	0	1	0
Gallbladder	IV	Female	80	84	127	0	0	0	1	0
Gallbladder	IV	Female	80	84	128	0	0	0	1	0
Gallbladder	IV	Female	80	84	129	0	0	0	1	0
Gallbladder	IV	Female	80	84	130	0	0	0	1	0
Gallbladder	IV	Female	80	84	131	0	0	0	1	0
Gallbladder	IV	Female	80	84	132	0	0	0	1	0
Gallbladder	IV	Female	80	84	133	0	0	0	1	0
Gallbladder	IV	Female	80	84	134	0	0	0	1	0
Gallbladder	IV	Female	80	84	135	0	0	0	1	0
Gallbladder	IV	Female	80	84	136	0	0	0	1	0
Gallbladder	IV	Female	80	84	137	0	0	0	1	0
Gallbladder	IV	Female	80	84	138	0	0	0	1	0
Gallbladder	IV	Female	80	84	139	0	0	0	1	0
Gallbladder	IV	Female	80	84	140	0	0	0	1	0
Gallbladder	IV	Female	80	84	141	0	0	0	1	0
Gallbladder	IV	Female	80	84	142	0	0	0	1	0
Gallbladder	IV	Female	80	84	143	0	0	0	1	0
Gallbladder	IV	Female	80	84	144	0	0	0	1	0
Gallbladder	IV	Female	80	84	145	0	0	0	1	0
Gallbladder	IV	Female	80	84	146	0	0	0	1	0
Gallbladder	IV	Female	80	84	147	0	0	0	1	0
Gallbladder	IV	Female	80	84	148	0	0	0	1	0
Gallbladder	IV	Female	80	84	149	0	0	0	1	0
Gallbladder	IV	Female	80	84	150	0	0	0	1	0
Gallbladder	IV	Female	80	84	151	0	0	0	1	0
Gallbladder	IV	Female	80	84	152	0	0	0	1	0
Gallbladder	IV	Female	80	84	153	0	0	0	1	0
Gallbladder	IV	Female	80	84	154	0	0	0	1	0
Gallbladder	IV	Female	80	84	155	0	0	0	1	0
Gallbladder	IV	Female	80	84	156	0	0	0	1	0
Gallbladder	IV	Female	80	84	157	0	0	0	1	0
Gallbladder	IV	Female	80	84	158	0	0	0	1	0
Gallbladder	IV	Female	80	84	159	0	0	0	1	0
Gallbladder	IV	Female	80	84	160	0	0	0	1	0
Gallbladder	IV	Female	80	84	161	0	0	0	1	0
Gallbladder	IV	Female	80	84	162	0	0	0	1	0
Gallbladder	IV	Female	80	84	163	0	0	0	1	0
Gallbladder	IV	Female	80	84	164	0	0	0	1	0
Gallbladder	IV	Female	80	84	165	0	0	0	1	0
Gallbladder	IV	Female	80	84	166	0	0	0	1	0
Gallbladder	IV	Female	80	84	167	0	0	0	1	0
Gallbladder	IV	Female	80	84	168	0	0	0	1	0
Gallbladder	IV	Female	80	84	169	0	0	0	1	0
Gallbladder	IV	Female	80	84	170	0	0	0	1	0
Gallbladder	IV	Female	80	84	171	0	0	0	1	0
Gallbladder	IV	Female	80	84	172	0	0	0	1	0
Gallbladder	IV	Female	80	84	173	0	0	0	1	0
Gallbladder	IV	Female	80	84	174	0	0	0	1	0
Gallbladder	IV	Female	80	84	175	0	0	0	1	0
Gallbladder	IV	Female	80	84	176	0	0	0	1	0
Gallbladder	IV	Female	80	84	177	0	0	0	1	0
Gallbladder	IV	Female	80	84	178	0	0	0	1	0
Gallbladder	IV	Female	80	84	179	0	0	0	1	0
Gallbladder	IV	Male	40	44	1	78	5	2	0.9358974358974359	0.9358974358974359
Gallbladder	IV	Male	40	44	2	71	8	1	0.8873239436619719	0.8304442036836404
Gallbladder	IV	Male	40	44	3	62	14	0	0.7741935483870968	0.6429245447873344
Gallbladder	IV	Male	40	44	4	48	6	1	0.875	0.5625589766889176
Gallbladder	IV	Male	40	44	5	41	6	0	0.8536585365853658	0.48023327278322236
Gallbladder	IV	Male	40	44	6	35	5	0	0.8571428571428572	0.41162851952847634
Gallbladder	IV	Male	40	44	7	30	2	0	0.9333333333333333	0.3841866182265779
Gallbladder	IV	Male	40	44	8	28	5	1	0.8214285714285714	0.3155818649718318
Gallbladder	IV	Male	40	44	9	22	2	1	0.9090909090909091	0.2868926045198471
Gallbladder	IV	Male	40	44	10	19	1	0	0.9473684210526316	0.27179299375564464
Gallbladder	IV	Male	40	44	11	18	0	0	1	0.27179299375564464
Gallbladder	IV	Male	40	44	12	18	2	0	0.8888888888888888	0.24159377222723968
Gallbladder	IV	Male	40	44	13	16	3	0	0.8125	0.19629493993463226
Gallbladder	IV	Male	40	44	14	13	2	0	0.8461538461538461	0.16609571840622728
Gallbladder	IV	Male	40	44	15	11	0	0	1	0.16609571840622728
Gallbladder	IV	Male	40	44	16	11	0	0	1	0.16609571840622728
Gallbladder	IV	Male	40	44	17	11	3	0	0.7272727272727273	0.12079688611361984
Gallbladder	IV	Male	40	44	18	8	1	0	0.875	0.10569727534941736
Gallbladder	IV	Male	40	44	19	7	1	0	0.8571428571428572	0.0905976645852149
Gallbladder	IV	Male	40	44	20	6	1	0	0.8333333333333334	0.07549805382101242
Gallbladder	IV	Male	40	44	21	5	1	0	0.8	0.060398443056809935
Gallbladder	IV	Male	40	44	22	4	0	0	1	0.060398443056809935
Gallbladder	IV	Male	40	44	23	4	0	0	1	0.060398443056809935
Gallbladder	IV	Male	40	44	24	4	1	0	0.75	0.04529883229260745
Gallbladder	IV	Male	40	44	25	3	0	0	1	0.04529883229260745
Gallbladder	IV	Male	40	44	26	3	0	1	1	0.04529883229260745
Gallbladder	IV	Male	40	44	27	2	0	0	1	0.04529883229260745
Gallbladder	IV	Male	40	44	28	2	0	0	1	0.04529883229260745
Gallbladder	IV	Male	40	44	29	2	0	0	1	0.04529883229260745
Gallbladder	IV	Male	40	44	30	2	0	0	1	0.04529883229260745
Gallbladder	IV	Male	40	44	31	2	0	0	1	0.04529883229260745
Gallbladder	IV	Male	40	44	32	2	0	0	1	0.04529883229260745
Gallbladder	IV	Male	40	44	33	2	0	0	1	0.04529883229260745
Gallbladder	IV	Male	40	44	34	2	0	0	1	0.04529883229260745
Gallbladder	IV	Male	40	44	35	2	0	0	1	0.04529883229260745
Gallbladder	IV	Male	40	44	36	2	0	0	1	0.04529883229260745
Gallbladder	IV	Male	40	44	37	2	0	1	1	0.04529883229260745
Gallbladder	IV	Male	40	44	38	1	0	0	1	0.04529883229260745
Gallbladder	IV	Male	40	44	39	1	0	0	1	0.04529883229260745
Gallbladder	IV	Male	40	44	40	1	0	0	1	0.04529883229260745
Gallbladder	IV	Male	40	44	41	1	0	0	1	0.04529883229260745
Gallbladder	IV	Male	40	44	42	1	0	0	1	0.04529883229260745
Gallbladder	IV	Male	40	44	43	1	0	0	1	0.04529883229260745
Gallbladder	IV	Male	40	44	44	1	0	0	1	0.04529883229260745
Gallbladder	IV	Male	40	44	45	1	0	0	1	0.04529883229260745
Gallbladder	IV	Male	40	44	46	1	0	0	1	0.04529883229260745
Gallbladder	IV	Male	40	44	47	1	0	1	1	0.04529883229260745
Gallbladder	IV	Male	40	44	48	0	0	0	1	0.04529883229260745
Gallbladder	IV	Male	40	44	49	0	0	0	1	0.04529883229260745
Gallbladder	IV	Male	40	44	50	0	0	0	1	0.04529883229260745
Gallbladder	IV	Male	40	44	51	0	0	0	1	0.04529883229260745
Gallbladder	IV	Male	40	44	52	0	0	0	1	0.04529883229260745
